"gisjoin","year","state","county","statefips","countyfips","year.new","owner_occupied_1_01_to_1_50_occupants_per_room","owner_occupied_1_51_to_2_00_occupants_per_room","owner_occupied_2_01_or_more_occupants_per_room","renter_occupied_1_01_to_1_50_occupants_per_room","renter_occupied_1_51_to_2_00_occupants_per_room","renter_occupied_2_01_or_more_occupants_per_room","built_1939_or_earlier","median_gross_rent","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicaid_means_tested_public_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X35_to_64_years_no_health_insurance_coverage","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X65_years_and_over_no_health_insurance_coverage","male_35_to_64_years_with_a_disability","male_65_to_74_years_with_a_disability","female_35_to_64_years_with_a_disability","female_65_to_74_years_with_a_disability"
"g5400390",2013,"west virginia","kanawha county",54,39,2013,196,109,58,242,60,40,12556,"671",2277,4735,798,1847,297,12017,6068,6,1558,900,157,8405,2645,7920,2676
"g5400410",2013,"west virginia","lewis county",54,41,2013,8,0,14,22,10,13,1534,"507",173,459,203,307,101,1488,786,0,179,128,7,797,277,452,211
"g5400430",2013,"west virginia","lincoln county",54,43,2013,74,0,0,79,0,0,1076,"558",481,1052,80,516,31,1810,631,0,435,116,3,1639,615,1374,334
"g5400450",2013,"west virginia","logan county",54,45,2013,28,0,2,96,32,0,2673,"532",1238,1833,152,472,201,2752,1175,0,363,206,27,3282,642,2890,938
"g5400470",2013,"west virginia","mcdowell county",54,47,2013,75,10,0,17,43,3,4110,"475",798,1590,127,623,68,2007,843,2,436,77,17,1992,503,1657,497
"g5400490",2013,"west virginia","marion county",54,49,2013,154,23,0,25,62,9,7118,"661",519,1288,442,576,138,4145,1975,0,420,413,11,1885,641,1872,583
"g5400510",2013,"west virginia","marshall county",54,51,2013,93,0,0,20,0,0,4221,"517",197,908,168,263,30,2127,1071,0,355,98,0,1232,471,1015,410
"g5400530",2013,"west virginia","mason county",54,53,2013,75,41,0,5,0,0,1387,"521",458,1300,113,285,49,1564,774,0,394,224,16,1524,420,1161,420
"g5400550",2013,"west virginia","mercer county",54,55,2013,91,46,9,111,33,5,5557,"574",1250,2518,375,961,222,4576,2583,0,858,428,14,3469,1386,3399,1200
"g5400570",2013,"west virginia","mineral county",54,57,2013,94,19,0,3,27,0,1844,"516",265,740,124,350,6,2664,1670,0,288,170,96,1000,501,1147,464
"g5400590",2013,"west virginia","mingo county",54,59,2013,119,0,16,50,53,0,1399,"518",691,1606,63,422,93,2262,911,25,198,131,0,2570,545,2281,522
"g5400610",2013,"west virginia","monongalia county",54,61,2013,77,11,0,28,23,37,5567,"715",549,1395,190,679,147,3527,2120,0,332,206,0,2478,829,1892,738
"g5400630",2013,"west virginia","monroe county",54,63,2013,0,14,0,13,0,0,1690,"564",190,419,85,134,16,1080,817,25,182,46,0,592,328,644,420
"g5400650",2013,"west virginia","morgan county",54,65,2013,50,0,0,1,32,0,1019,"680",118,503,40,105,58,2180,1208,0,116,79,34,706,372,639,403
"g5400670",2013,"west virginia","nicholas county",54,67,2013,88,11,0,108,0,0,1385,"536",650,803,145,360,103,2179,772,19,444,140,21,1479,705,1265,574
"g5400690",2013,"west virginia","ohio county",54,69,2013,92,7,8,47,26,0,8167,"532",285,922,63,447,79,2461,1439,14,449,138,0,1419,510,1764,461
"g5400710",2013,"west virginia","pendleton county",54,71,2013,3,0,0,9,0,0,1276,"589",102,130,40,135,0,652,405,0,139,48,0,300,110,240,159
"g5400730",2013,"west virginia","pleasants county",54,73,2013,0,7,0,0,0,0,663,"412",97,175,21,165,34,480,176,0,55,5,0,445,73,274,117
"g5400750",2013,"west virginia","pocahontas county",54,75,2013,12,0,0,0,0,0,1235,"578",183,262,29,89,16,801,372,0,92,50,0,444,190,465,143
"g5400770",2013,"west virginia","preston county",54,77,2013,50,20,0,32,44,0,3121,"557",464,785,75,352,71,2487,1177,8,363,235,0,1550,612,1248,495
"g5400790",2013,"west virginia","putnam county",54,79,2013,0,0,0,22,8,5,1520,"703",397,1088,195,430,73,2850,1444,5,209,192,36,1535,726,1735,613
"g5400810",2013,"west virginia","raleigh county",54,81,2013,111,1,0,73,0,14,4375,"603",1300,3009,498,1003,276,4653,2124,15,885,563,34,3661,1555,3791,1695
"g5400830",2013,"west virginia","randolph county",54,83,2013,47,7,0,11,44,0,2363,"534",448,732,147,387,90,2133,1335,0,383,222,6,1252,590,942,581
"g5400850",2013,"west virginia","ritchie county",54,85,2013,24,0,0,0,0,0,1439,"515",141,376,69,232,99,856,324,3,178,64,25,540,236,422,249
"g5400870",2013,"west virginia","roane county",54,87,2013,26,0,0,15,0,0,1175,"467",356,880,68,272,17,1228,596,0,237,66,0,822,254,764,330
"g5400890",2013,"west virginia","summers county",54,89,2013,39,40,0,0,0,0,1683,"469",195,503,156,256,24,1235,460,0,258,119,0,821,321,789,324
"g5400910",2013,"west virginia","taylor county",54,91,2013,14,0,0,0,0,0,1995,"509",105,520,105,123,7,1414,481,0,386,215,0,705,138,605,287
"g5400930",2013,"west virginia","tucker county",54,93,2013,0,0,14,0,3,3,1200,"525",28,179,54,100,9,604,270,0,131,23,3,303,151,202,162
"g5400950",2013,"west virginia","tyler county",54,95,2013,19,14,0,26,2,0,1359,"499",111,274,40,121,28,699,303,0,130,42,0,529,177,496,141
"g5400970",2013,"west virginia","upshur county",54,97,2013,42,0,0,13,0,35,1448,"566",367,481,72,373,85,2003,997,17,350,146,0,1024,408,720,511
"g5400990",2013,"west virginia","wayne county",54,99,2013,127,24,28,42,29,25,2040,"569",598,1925,230,626,74,3171,2243,24,823,208,0,2338,750,1755,826
"g5401010",2013,"west virginia","webster county",54,101,2013,19,0,0,0,4,23,744,"455",229,700,97,150,18,840,578,0,151,36,0,493,175,363,211
"g5401030",2013,"west virginia","wetzel county",54,103,2013,39,0,0,25,27,0,1826,"494",185,594,43,138,65,1055,582,0,239,164,0,633,247,433,279
"g5401050",2013,"west virginia","wirt county",54,105,2013,31,31,0,0,5,0,369,"494",86,261,39,77,0,552,207,0,62,45,0,293,95,319,55
"g5401070",2013,"west virginia","wood county",54,107,2013,111,16,0,116,140,66,6335,"604",914,2649,227,1103,186,5745,3279,9,625,252,8,3103,1159,3607,1080
"g5401090",2013,"west virginia","wyoming county",54,109,2013,63,6,0,53,15,34,1257,"525",730,1209,26,393,54,1713,954,4,309,64,9,2317,589,1879,657
"g5500010",2013,"wisconsin","adams county",55,1,2013,60,8,9,31,0,0,1087,"670",147,805,88,174,66,1158,844,0,200,177,5,778,455,617,393
"g5500030",2013,"wisconsin","ashland county",55,3,2013,66,8,2,42,32,2,3177,"545",93,779,65,226,17,990,694,0,220,104,5,497,202,432,171
"g5500050",2013,"wisconsin","barron county",55,5,2013,110,49,0,22,10,26,5221,"630",215,1547,187,642,73,1912,1726,17,698,178,8,1279,565,1003,439
"g5500070",2013,"wisconsin","bayfield county",55,7,2013,57,6,4,18,0,0,2372,"543",119,608,81,138,64,1058,665,0,136,92,14,578,311,414,165
"g5500090",2013,"wisconsin","brown county",55,9,2013,541,43,8,1391,167,19,13652,"699",892,5553,616,1674,304,9926,8177,0,1146,980,85,5288,1696,5332,1692
"g5500110",2013,"wisconsin","buffalo county",55,11,2013,25,6,1,29,24,0,2013,"624",59,446,29,89,27,600,569,0,182,40,2,375,180,244,60
"g5500130",2013,"wisconsin","burnett county",55,13,2013,78,9,0,28,16,0,1712,"580",73,560,109,181,20,1063,817,4,173,153,22,550,281,445,176
"g5500150",2013,"wisconsin","calumet county",55,15,2013,137,14,0,41,11,0,3585,"679",169,693,52,130,32,1175,1369,0,201,209,0,755,337,750,232
"g5500170",2013,"wisconsin","chippewa county",55,17,2013,173,32,3,46,16,0,5528,"696",222,2124,203,619,54,2377,1474,0,555,187,2,1446,636,1258,574
"g5500190",2013,"wisconsin","clark county",55,19,2013,250,60,13,63,12,3,4394,"579",152,1266,81,191,43,2042,933,3,236,148,59,782,320,594,199
"g5500210",2013,"wisconsin","columbia county",55,21,2013,84,3,8,196,14,6,6362,"742",129,1422,105,287,42,1764,1335,0,412,181,8,1363,457,966,333
"g5500230",2013,"wisconsin","crawford county",55,23,2013,30,17,5,24,2,0,2324,"571",58,671,67,131,26,760,580,4,252,100,11,514,260,350,172
"g5500250",2013,"wisconsin","dane county",55,25,2013,720,110,3,1841,670,70,27562,"895",1153,8747,820,2216,324,13303,6658,27,1621,581,251,8780,2803,8920,2503
"g5500270",2013,"wisconsin","dodge county",55,27,2013,205,10,3,194,19,52,10852,"743",219,1718,194,464,55,2825,2699,0,761,267,14,1800,786,1740,609
"g5500290",2013,"wisconsin","door county",55,29,2013,68,14,0,30,28,0,4553,"696",174,669,107,128,35,1324,1329,0,176,130,1,569,296,538,189
"g5500310",2013,"wisconsin","douglas county",55,31,2013,84,13,2,102,71,11,6323,"672",300,1584,187,456,129,2176,1099,2,372,230,5,1358,518,1151,269
"g5500330",2013,"wisconsin","dunn county",55,33,2013,88,13,10,127,73,0,3487,"703",244,1324,83,288,15,1590,1098,0,279,66,0,774,310,868,202
"g5500350",2013,"wisconsin","eau claire county",55,35,2013,155,77,22,180,13,0,7947,"699",454,2516,277,684,104,3301,2082,0,549,249,76,1787,750,2094,808
"g5500370",2013,"wisconsin","florence county",55,37,2013,9,9,0,0,0,0,633,"635",36,177,42,20,38,314,150,0,45,49,0,173,44,143,60
"g5500390",2013,"wisconsin","fond du lac county",55,39,2013,165,53,0,327,38,5,11076,"683",367,2094,277,837,99,3530,3522,0,512,249,44,2139,884,2119,766
"g5500410",2013,"wisconsin","forest county",55,41,2013,53,19,1,20,0,0,1310,"456",27,437,68,76,33,619,381,1,152,84,5,320,142,230,84
"g5500430",2013,"wisconsin","grant county",55,43,2013,126,60,13,119,128,24,6358,"642",147,1181,80,279,43,1762,1390,0,383,144,36,1071,461,877,388
"g5500450",2013,"wisconsin","green county",55,45,2013,58,6,0,94,26,0,4594,"674",141,952,119,210,41,1187,1141,0,229,59,0,754,353,835,292
"g5500470",2013,"wisconsin","green lake county",55,47,2013,85,13,3,57,0,0,2525,"575",80,544,39,138,18,952,756,3,166,68,10,466,214,441,137
"g5500490",2013,"wisconsin","iowa county",55,49,2013,53,1,0,60,1,0,3406,"695",117,634,67,134,43,829,632,0,170,56,0,466,237,510,128
"g5500510",2013,"wisconsin","iron county",55,51,2013,4,0,2,22,12,0,1384,"486",34,347,45,78,31,395,373,0,74,59,2,245,70,110,63
"g5500530",2013,"wisconsin","jackson county",55,53,2013,72,22,13,48,3,1,2320,"610",95,776,73,209,45,885,670,0,136,104,28,621,222,502,210
"g5500550",2013,"wisconsin","jefferson county",55,55,2013,188,18,0,125,72,26,9798,"746",312,1961,243,631,130,3189,1864,0,414,190,2,1649,677,1869,659
"g5500570",2013,"wisconsin","juneau county",55,57,2013,80,4,0,75,9,0,2513,"668",152,1050,156,295,123,1460,1047,0,249,226,13,968,429,786,272
"g5500590",2013,"wisconsin","kenosha county",55,59,2013,538,15,13,440,135,34,13407,"829",819,4368,454,1365,153,8379,3852,9,1184,266,54,3764,1197,4571,1314
"g5500610",2013,"wisconsin","kewaunee county",55,61,2013,48,27,0,26,11,0,2791,"619",57,622,75,122,27,603,1085,0,166,83,3,452,197,488,164
"g5500630",2013,"wisconsin","la crosse county",55,63,2013,282,52,21,185,54,85,8862,"726",429,2548,336,853,144,3261,3489,36,1068,327,4,2402,828,2188,831
"g5500650",2013,"wisconsin","lafayette county",55,65,2013,48,8,11,45,13,0,2802,"606",56,414,44,65,9,793,557,0,126,52,2,350,140,313,130
"g5500670",2013,"wisconsin","langlade county",55,67,2013,38,7,1,6,239,68,2852,"600",117,724,143,187,70,1139,979,0,277,136,0,585,308,474,119
"g5500690",2013,"wisconsin","lincoln county",55,69,2013,41,5,13,67,0,0,3331,"600",147,639,80,142,47,1039,1116,3,207,178,15,756,393,498,265
"g5500710",2013,"wisconsin","manitowoc county",55,71,2013,182,20,3,47,49,0,11684,"588",283,1792,335,624,59,2589,3186,0,589,192,23,1904,793,1647,578
"g5500730",2013,"wisconsin","marathon county",55,73,2013,364,127,6,344,147,0,10844,"692",476,3625,266,778,86,4841,3849,6,1109,360,47,2758,966,2479,970
"g5500750",2013,"wisconsin","marinette county",55,75,2013,142,11,5,66,12,0,5657,"582",393,1472,231,496,92,1942,1768,2,469,310,2,1359,581,1271,424
"g5500770",2013,"wisconsin","marquette county",55,77,2013,41,12,0,37,3,0,2088,"723",99,495,51,126,47,739,506,0,187,89,0,524,287,429,200
"g5500780",2013,"wisconsin","menominee county",55,78,2013,29,0,9,49,0,0,38,"503",35,222,1,9,2,572,145,0,94,4,8,75,45,152,82
"g5500790",2013,"wisconsin","milwaukee county",55,79,2013,2627,556,124,5320,1306,424,131761,"792",4953,42626,2461,9723,1022,49679,25392,107,11005,2306,757,24035,6065,27920,8184
"g5500810",2013,"wisconsin","monroe county",55,81,2013,145,70,25,107,2,31,4138,"743",110,1107,282,307,75,2027,1240,11,346,202,77,1287,431,908,296
"g5500830",2013,"wisconsin","oconto county",55,83,2013,86,5,0,59,13,0,4141,"590",206,1259,171,273,106,1691,2007,0,319,228,5,1003,444,768,295
"g5500850",2013,"wisconsin","oneida county",55,85,2013,27,8,0,17,5,0,2922,"714",232,1390,158,334,122,1787,1301,1,204,274,11,1199,560,964,438
"g5500870",2013,"wisconsin","outagamie county",55,87,2013,551,2,27,469,39,18,11890,"723",674,3414,416,846,142,5203,5817,0,1085,513,79,3281,1162,3371,1003
"g5500890",2013,"wisconsin","ozaukee county",55,89,2013,42,7,10,50,0,0,4183,"812",206,1251,134,298,12,1956,3197,0,301,73,12,1208,487,1347,584
"g5500910",2013,"wisconsin","pepin county",55,91,2013,28,0,5,8,6,0,949,"589",31,248,31,43,6,338,307,0,111,37,0,197,92,131,46
"g5500930",2013,"wisconsin","pierce county",55,93,2013,60,3,6,33,39,0,3703,"758",142,616,67,218,24,1076,862,0,214,102,48,872,268,665,149
"g5500950",2013,"wisconsin","polk county",55,95,2013,109,17,6,83,53,12,3957,"708",232,1274,163,321,95,2420,1458,2,322,162,25,1241,503,915,324
"g5500970",2013,"wisconsin","portage county",55,97,2013,210,59,20,86,22,18,5513,"669",89,1612,106,403,83,2161,1692,2,547,125,3,1471,516,1139,456
"g5500990",2013,"wisconsin","price county",55,99,2013,62,0,0,19,34,0,2503,"573",67,796,42,155,32,684,551,0,169,89,3,374,223,405,155
"g5501010",2013,"wisconsin","racine county",55,101,2013,406,38,33,370,200,136,19986,"759",1038,5635,556,1183,269,9280,6747,12,1083,492,66,4723,1386,4653,1629
"g5501030",2013,"wisconsin","richland county",55,103,2013,86,21,0,36,0,24,2892,"617",64,647,52,134,48,885,721,13,237,58,6,436,207,378,137
"g5501050",2013,"wisconsin","rock county",55,105,2013,376,94,7,556,91,0,15941,"743",514,5144,491,1627,199,8334,3434,0,948,568,57,4584,1433,4869,1335
"g5501070",2013,"wisconsin","rusk county",55,107,2013,55,13,0,42,26,0,1998,"622",56,663,85,112,42,899,500,1,201,96,13,343,191,337,171
"g5501090",2013,"wisconsin","st. croix county",55,109,2013,353,17,27,183,8,4,4640,"860",344,1556,120,312,102,3347,1373,0,289,171,20,1676,535,1554,431
"g5501110",2013,"wisconsin","sauk county",55,111,2013,134,7,12,134,58,0,6482,"742",155,1522,129,272,44,2719,1948,0,315,176,53,1537,628,1350,515
"g5501130",2013,"wisconsin","sawyer county",55,113,2013,92,11,4,79,26,0,1807,"614",88,621,71,127,59,1205,818,3,213,149,13,582,349,404,149
"g5501150",2013,"wisconsin","shawano county",55,115,2013,147,8,3,67,29,43,5167,"617",230,1245,145,301,59,2053,2348,0,429,321,16,953,488,837,472
"g5501170",2013,"wisconsin","sheboygan county",55,117,2013,168,40,19,316,6,20,13742,"658",309,2553,261,921,220,3603,4317,0,768,230,14,2300,978,2154,971
"g5501190",2013,"wisconsin","taylor county",55,119,2013,60,39,6,19,0,18,2242,"558",52,694,47,96,45,1056,743,0,254,67,15,462,201,367,133
"g5501210",2013,"wisconsin","trempealeau county",55,121,2013,78,34,6,59,25,2,3643,"618",94,762,73,259,30,1179,1190,0,257,128,17,655,285,521,183
"g5501230",2013,"wisconsin","vernon county",55,123,2013,220,20,5,28,23,11,4092,"615",88,947,116,235,20,1744,1210,0,285,114,48,621,269,573,302
"g5501250",2013,"wisconsin","vilas county",55,125,2013,53,14,2,42,7,0,2821,"677",142,1034,182,182,73,1291,915,3,204,199,17,825,340,687,240
"g5501270",2013,"wisconsin","walworth county",55,127,2013,322,72,38,398,101,49,9860,"816",360,2102,204,584,81,4686,2868,0,570,250,47,2247,776,1876,799
"g5501290",2013,"wisconsin","washburn county",55,129,2013,87,8,5,23,0,0,1914,"631",112,718,88,182,41,917,629,8,190,91,3,519,276,510,235
"g5501310",2013,"wisconsin","washington county",55,131,2013,153,40,13,197,17,0,6872,"820",381,2279,116,536,98,3360,4082,0,676,198,2,2376,974,2656,1012
"g5501330",2013,"wisconsin","waukesha county",55,133,2013,380,74,93,650,144,81,14277,"908",864,4746,553,1090,85,8693,12925,0,1779,951,119,5875,2807,6224,2634
"g5501350",2013,"wisconsin","waupaca county",55,135,2013,108,11,4,170,36,8,5602,"657",201,1195,258,380,95,1735,2099,0,418,272,4,1493,524,1184,386
"g5501370",2013,"wisconsin","waushara county",55,137,2013,69,21,0,108,8,0,2918,"644",115,746,68,236,54,1247,1005,0,222,125,16,793,359,734,274
"g5501390",2013,"wisconsin","winnebago county",55,139,2013,235,47,6,346,79,0,16337,"659",664,4074,363,1197,140,5693,5471,0,741,502,64,3648,1274,3470,1032
"g5501410",2013,"wisconsin","wood county",55,141,2013,228,11,12,161,9,0,6407,"582",178,2780,267,483,147,2177,2360,0,451,197,11,1728,694,1107,662
"g5600010",2013,"wyoming","albany county",56,1,2013,66,0,0,35,86,0,2689,"726",80,197,100,198,28,1300,618,0,141,152,36,673,297,500,113
"g5600030",2013,"wyoming","big horn county",56,3,2013,62,4,0,19,2,0,1302,"601",103,139,113,94,25,977,497,0,150,83,0,413,156,320,181
"g5600050",2013,"wyoming","campbell county",56,5,2013,197,11,0,168,52,28,428,"912",161,385,155,49,0,2838,707,0,142,122,17,1251,311,877,267
"g5600070",2013,"wyoming","carbon county",56,7,2013,55,9,0,110,0,0,1529,"777",29,90,56,47,15,1185,559,0,77,66,8,530,221,361,223
"g5600090",2013,"wyoming","converse county",56,9,2013,34,8,0,37,20,21,756,"660",71,26,51,29,0,692,308,0,150,97,0,477,179,277,112
"g5600110",2013,"wyoming","crook county",56,11,2013,1,2,0,24,0,0,357,"720",52,17,35,34,6,540,216,9,9,51,0,316,165,157,96
"g5600130",2013,"wyoming","fremont county",56,13,2013,190,84,26,276,16,0,1619,"663",181,655,170,360,82,3636,1368,0,323,265,42,1254,375,1323,456
"g5600150",2013,"wyoming","goshen county",56,15,2013,41,6,0,12,5,0,1051,"611",20,221,105,66,12,1105,511,0,153,96,2,337,135,224,125
"g5600170",2013,"wyoming","hot springs county",56,17,2013,10,10,0,0,0,0,480,"566",50,44,120,12,1,347,257,0,44,20,0,166,135,136,33
"g5600190",2013,"wyoming","johnson county",56,19,2013,14,1,0,26,0,0,910,"746",37,67,30,25,15,631,262,0,0,53,0,236,66,217,49
"g5600210",2013,"wyoming","laramie county",56,21,2013,137,42,0,226,37,0,4503,"760",405,887,835,627,298,5072,2182,56,248,375,95,2281,978,2564,802
"g5600230",2013,"wyoming","lincoln county",56,23,2013,89,35,0,27,0,0,1323,"804",69,184,25,61,18,1413,437,0,58,61,22,370,177,408,141
"g5600250",2013,"wyoming","natrona county",56,25,2013,164,52,53,211,39,0,4044,"804",436,768,190,498,38,5128,2218,0,319,214,68,1915,667,1959,661
"g5600270",2013,"wyoming","niobrara county",56,27,2013,0,0,0,0,0,0,496,"559",17,60,2,38,10,213,120,3,47,27,0,123,32,68,19
"g5600290",2013,"wyoming","park county",56,29,2013,152,0,0,82,0,0,1180,"666",98,395,112,81,16,1783,747,0,130,112,0,739,437,576,184
"g5600310",2013,"wyoming","platte county",56,31,2013,40,0,0,0,0,0,1119,"606",55,72,17,53,0,625,407,0,85,62,0,196,141,192,92
"g5600330",2013,"wyoming","sheridan county",56,33,2013,49,0,25,144,16,11,2888,"748",141,365,285,133,144,2196,802,2,152,251,7,917,320,918,272
"g5600350",2013,"wyoming","sublette county",56,35,2013,42,0,0,81,0,0,269,"1157",49,25,27,3,0,739,215,0,2,20,0,120,211,192,19
"g5600370",2013,"wyoming","sweetwater county",56,37,2013,221,15,0,245,38,17,2345,"907",228,267,69,180,0,2775,728,0,87,35,7,1113,326,1169,225
"g5600390",2013,"wyoming","teton county",56,39,2013,0,0,0,158,79,48,579,"1099",55,11,11,3,16,1982,534,0,57,39,67,234,160,168,39
"g5600410",2013,"wyoming","uinta county",56,41,2013,36,8,0,77,42,0,692,"661",146,276,11,153,19,1551,352,0,64,51,0,489,320,722,227
"g5600430",2013,"wyoming","washakie county",56,43,2013,0,14,0,60,0,0,420,"482",2,67,29,37,7,846,332,0,74,50,0,373,155,186,185
"g5600450",2013,"wyoming","weston county",56,45,2013,15,38,0,25,0,0,413,"719",33,21,30,10,18,451,326,0,70,59,0,202,88,157,81
"g7200010",2013,"puerto rico","adjuntas municipio",72,1,2013,120,0,0,46,30,31,319,"382",462,3344,40,254,0,986,1065,20,951,40,32,913,316,1133,422
"g7200030",2013,"puerto rico","aguada municipio",72,3,2013,204,101,0,55,68,23,58,"406",628,7072,62,1289,84,1348,1582,33,2717,199,6,2933,947,3096,1193
"g7200050",2013,"puerto rico","aguadilla municipio",72,5,2013,206,17,14,232,69,31,923,"363",818,8949,36,1106,141,1938,3277,27,4065,307,142,3073,1465,3012,1484
"g7200070",2013,"puerto rico","aguas buenas municipio",72,7,2013,186,22,0,162,37,16,149,"445",599,4553,29,822,25,996,1171,0,2028,169,23,1547,522,1594,599
"g7200090",2013,"puerto rico","aibonito municipio",72,9,2013,322,54,0,33,15,0,541,"379",572,3436,0,832,8,586,1055,0,1800,85,34,1812,446,2031,632
"g7200110",2013,"puerto rico","añasco municipio",72,11,2013,377,76,0,202,5,0,150,"432",539,4946,16,626,27,631,1843,0,1668,146,1,797,407,912,365
"g7200130",2013,"puerto rico","arecibo municipio",72,13,2013,272,109,11,228,65,22,861,"415",2429,11772,187,1275,79,3191,6225,42,4909,408,133,2607,1028,2385,1362
"g7200150",2013,"puerto rico","arroyo municipio",72,15,2013,165,22,0,82,16,0,232,"438",348,3541,0,424,102,358,671,0,1499,71,6,1140,282,1122,400
"g7200170",2013,"puerto rico","barceloneta municipio",72,17,2013,108,0,13,56,0,0,111,"447",841,3331,0,303,0,657,2060,0,1074,80,0,1789,582,2567,769
"g7200190",2013,"puerto rico","barranquitas municipio",72,19,2013,248,17,0,421,70,20,289,"381",429,5051,24,993,27,471,662,0,2310,52,10,1263,330,1337,544
"g7200210",2013,"puerto rico","bayamón municipio",72,21,2013,937,108,61,810,264,83,901,"540",2118,16594,288,1923,178,6978,12362,69,7658,1284,113,8442,3200,10733,5100
"g7200230",2013,"puerto rico","cabo rojo municipio",72,23,2013,275,26,0,210,48,8,438,"423",691,7409,87,662,0,1913,2494,16,3940,316,49,1249,684,1701,955
"g7200250",2013,"puerto rico","caguas municipio",72,25,2013,775,151,66,536,96,0,1264,"506",1602,15258,315,1958,120,5010,8030,82,6723,615,172,5946,2148,6123,3589
"g7200270",2013,"puerto rico","camuy municipio",72,27,2013,185,24,21,71,0,14,118,"416",976,5087,43,722,45,1071,2094,27,1802,234,54,1392,370,1150,536
"g7200290",2013,"puerto rico","canóvanas municipio",72,29,2013,595,150,41,175,68,0,224,"435",479,5023,53,789,44,2480,1724,2,2525,332,0,1807,765,2101,972
"g7200310",2013,"puerto rico","carolina municipio",72,31,2013,1301,203,36,1029,264,117,657,"617",1849,11954,270,1582,198,7954,9491,73,5547,965,237,5773,2420,7509,3645
"g7200330",2013,"puerto rico","cataño municipio",72,33,2013,215,6,0,199,35,0,301,"314",346,3098,41,195,30,1143,1700,7,993,142,12,854,326,920,389
"g7200350",2013,"puerto rico","cayey municipio",72,35,2013,397,47,0,382,23,18,1017,"445",982,5674,145,1418,40,1578,2447,23,2938,297,38,3694,872,3510,1257
"g7200370",2013,"puerto rico","ceiba municipio",72,37,2013,151,9,0,71,66,0,76,"484",206,1675,16,256,12,619,645,0,908,60,10,243,135,450,240
"g7200390",2013,"puerto rico","ciales municipio",72,39,2013,178,37,0,108,0,0,167,"360",356,3125,51,461,6,417,708,1,1091,32,8,653,128,505,172
"g7200410",2013,"puerto rico","cidra municipio",72,41,2013,369,71,0,312,27,32,803,"504",912,5966,73,868,33,1163,1715,22,2509,108,9,3045,866,3342,1037
"g7200430",2013,"puerto rico","coamo municipio",72,43,2013,304,55,0,224,46,0,1109,"395",719,7086,31,605,0,1001,2244,10,1787,147,63,2330,769,2624,1090
"g7200450",2013,"puerto rico","comerío municipio",72,45,2013,161,40,0,198,54,9,104,"365",133,3904,3,594,39,535,613,6,1605,70,13,1079,361,1056,439
"g7200470",2013,"puerto rico","corozal municipio",72,47,2013,619,88,9,424,52,7,281,"395",556,5763,125,871,16,801,1079,9,2600,170,91,1358,478,1263,782
"g7200490",2013,"puerto rico","culebra municipio",72,49,2013,16,4,0,22,8,0,9,"525",57,268,0,5,0,66,36,0,82,19,0,33,2,5,18
"g7200510",2013,"puerto rico","dorado municipio",72,51,2013,489,122,25,192,71,0,233,"669",1047,3947,127,341,54,1039,3027,0,956,215,19,1621,497,1299,679
"g7200530",2013,"puerto rico","fajardo municipio",72,53,2013,384,53,0,185,0,13,358,"477",577,3613,138,689,31,1363,2521,25,1551,403,22,1441,624,1743,907
"g7200540",2013,"puerto rico","florida municipio",72,54,2013,76,0,0,80,14,0,39,"421",404,2178,0,193,11,373,949,0,613,0,0,879,319,977,443
"g7200550",2013,"puerto rico","guánica municipio",72,55,2013,147,14,21,87,27,0,305,"359",553,3333,42,315,7,590,1356,0,1302,114,17,1004,448,1129,616
"g7200570",2013,"puerto rico","guayama municipio",72,57,2013,379,13,0,214,108,0,700,"441",539,6838,36,866,44,939,1821,0,2717,177,62,1889,534,2511,919
"g7200590",2013,"puerto rico","guayanilla municipio",72,59,2013,237,16,12,73,0,0,159,"333",356,3542,17,186,24,398,1343,0,1020,161,45,810,295,902,469
"g7200610",2013,"puerto rico","guaynabo municipio",72,61,2013,519,129,19,398,104,35,421,"599",894,6265,203,409,27,3772,6474,15,3002,528,85,2626,1037,2526,1766
"g7200630",2013,"puerto rico","gurabo municipio",72,63,2013,303,36,8,111,0,0,354,"517",546,4699,48,811,12,1462,1900,0,2151,179,0,2084,577,2197,804
"g7200650",2013,"puerto rico","hatillo municipio",72,65,2013,223,26,9,118,0,36,371,"437",415,6272,71,769,14,1150,2213,0,2393,106,18,889,403,607,374
"g7200670",2013,"puerto rico","hormigueros municipio",72,67,2013,31,7,0,52,0,0,260,"418",250,1511,47,189,16,608,1376,0,1051,107,5,591,393,701,499
"g7200690",2013,"puerto rico","humacao municipio",72,69,2013,501,79,13,240,34,28,101,"456",1109,7103,21,1375,51,1764,2487,26,3414,244,98,1520,560,1628,707
